category,company,description,title,review,stars,review_len,text_original,sentiment_label,sentiment_score,text_clean,topic_id,topic_score,topic_name
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Went to the branch in uckfield,"Went to the branch in uckfield. I used to be able to do them myself but struggle on the car I've got. I was embarrassed at not being able to find the bonnet release lever but Alex was great about it and made me feel at ease. I didn't have to wait for him to come out either. The only reason I have marked them down is because I wasn't expecting to be charged £9 just to change a bulb, even under the circumstances I mentioned.",4,426,"Went to the branch in uckfield. Went to the branch in uckfield. I used to be able to do them myself but struggle on the car I've got. I was embarrassed at not being able to find the bonnet release lever but Alex was great about it and made me feel at ease. I didn't have to wait for him to come out either. The only reason I have marked them down is because I wasn't expecting to be charged £9 just to change a bulb, even under the circumstances I mentioned.",positive,0.3612,went to the branch in uckfield went to the branch in uckfield used to be able to do them myself but struggle on the car have got was embarrassed at not being able to find the bonnet release lever but alex was great about it and made me feel at ease did not have to wait for him to come out either the only reason have marked them down is because was not expecting to be charged just to change bulb even under the circumstances mentioned,4,0.3232564708356573,Bombillas y luces del vehículo
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Bike Repair was Easy,"Bike Repair was Easy. I was collecting some online orders (antifreeze etc) and took a Halfords bought bike in for repair, just within 12 months of purchase. They replaced the brake lever and waived any cost. Unfortunately I could not call the store direct and the central call centre could not find repair status, but when I drove there it was ready.... Almost perfect?",4,369,"Bike Repair was Easy. Bike Repair was Easy. I was collecting some online orders (antifreeze etc) and took a Halfords bought bike in for repair, just within 12 months of purchase. They replaced the brake lever and waived any cost. Unfortunately I could not call the store direct and the central call centre could not find repair status, but when I drove there it was ready.... Almost perfect?",positive,0.8768,bike repair was easy bike repair was easy was collecting some online orders antifreeze etc and took halfords bought bike in for repair just within months of purchase they replaced the brake lever and waived any cost unfortunately could not call the store direct and the central call centre could not find repair status but when drove there it was ready almost perfect,1,0.31678040863575907,"Bicicletas, compra y reparaciones"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",After a very poor start,"After a very poor start, due to staffing levels and the work load of wach individual. Today the Store Manager sorted every detail and made everything right. Store managers are very underrated but when they are off it shows how much their knowledge is needed. Bit of staff training and more confidence for the other staff and all will be great.",4,343,"After a very poor start. After a very poor start, due to staffing levels and the work load of wach individual. Today the Store Manager sorted every detail and made everything right. Store managers are very underrated but when they are off it shows how much their knowledge is needed. Bit of staff training and more confidence for the other staff and all will be great.",positive,0.846,after very poor start after very poor start due to staffing levels and the work load of wach individual today the store manager sorted every detail and made everything right store managers are very underrated but when they are off it shows how much their knowledge is needed bit of staff training and more confidence for the other staff and all will be great,3,0.26134409391084373,Experiencia en tienda y personal
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Please stop asking for email addresses,"Halfords are totally fine, except for the irritating insistence of sending receipts by email. It takes me ages to spell out my very long name and just seems unnecessary as you have to do it every time. This time they also asked for my car reg. I lied and said I couldn't remember it as I can't think as to why you need that information?",4,336,"Please stop asking for email addresses. Halfords are totally fine, except for the irritating insistence of sending receipts by email. It takes me ages to spell out my very long name and just seems unnecessary as you have to do it every time. This time they also asked for my car reg. I lied and said I couldn't remember it as I can't think as to why you need that information?",negative,-0.5279,please stop asking for email addresses halfords are totally fine except for the irritating insistence of sending receipts by email it takes me ages to spell out my very long name and just seems unnecessary as you have to do it every time this time they also asked for my car reg lied and said could not remember it as cannot think as to why you need that information,0,0.11172728251111486,Atención al cliente y servicio general
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Busy place onthe shires ..so many…,Busy place onthe shires ..so many people wanted things done bulbs replaced ...Christmas presents etc ..if they just have one person.on stand by sort of  thing to do the checks ..5 point or 10 point ones if you booked a slot they should be one there to do it ..know they do a good job as always Wouldn't go else where honest ..,4,326,Busy place onthe shires ..so many…. Busy place onthe shires ..so many people wanted things done bulbs replaced ...Christmas presents etc ..if they just have one person.on stand by sort of  thing to do the checks ..5 point or 10 point ones if you booked a slot they should be one there to do it ..know they do a good job as always Wouldn't go else where honest ..,positive,0.7351,busy place onthe shires so many busy place onthe shires so many people wanted things done bulbs replaced christmas presents etc if they just have one person on stand by sort of thing to do the checks point or point ones if you booked slot they should be one there to do it know they do good job as always would not go else where honest,4,0.053688463977320675,Bombillas y luces del vehículo
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Car battery change,I booked in for a car battery change and was seen exactly on time. The technician needed to check a couple of things with a colleague but this was done swiftly. Polite and helpful staff and a positive experience.The only reason for the 4 stars is because I felt the staff should have perhaps had a better shelter with 3 sides to protect from poor weather and also because they were moving heavy batteries and did not appear to be wearing safety footwear. I think Halfords should review these things.,4,499,Car battery change. I booked in for a car battery change and was seen exactly on time. The technician needed to check a couple of things with a colleague but this was done swiftly. Polite and helpful staff and a positive experience.The only reason for the 4 stars is because I felt the staff should have perhaps had a better shelter with 3 sides to protect from poor weather and also because they were moving heavy batteries and did not appear to be wearing safety footwear. I think Halfords should review these things.,positive,0.9595,car battery change booked in for car battery change and was seen exactly on time the technician needed to check couple of things with colleague but this was done swiftly polite and helpful staff and positive experience the only reason for the stars is because felt the staff should have perhaps had better shelter with sides to protect from poor weather and also because they were moving heavy batteries and did not appear to be wearing safety footwear think halfords should review these things,2,0.279498757470536,"Baterías, garantía y pedidos"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Great service in Watford,"The team in Watford were excellent but I had problems with their website and online help. I bought a roof rack from Watford and wanted it fitted by Halfords. When I went to the store the item was there for collection but there was no record of me booking in the item for fitting. Indeed, it was very difficult to make arrangements for the fitting - I had to order a free 5 point check and then persuade them to fit it. The local team were brilliant but I was lucky they were so good and flexible. They did not finish it until after 6pm.",4,536,"Great service in Watford. The team in Watford were excellent but I had problems with their website and online help. I bought a roof rack from Watford and wanted it fitted by Halfords. When I went to the store the item was there for collection but there was no record of me booking in the item for fitting. Indeed, it was very difficult to make arrangements for the fitting - I had to order a free 5 point check and then persuade them to fit it. The local team were brilliant but I was lucky they were so good and flexible. They did not finish it until after 6pm.",positive,0.9746,great service in watford the team in watford were excellent but had problems with their website and online help bought roof rack from watford and wanted it fitted by halfords when went to the store the item was there for collection but there was no record of me booking in the item for fitting indeed it was very difficult to make arrangements for the fitting had to order free point check and then persuade them to fit it the local team were brilliant but was lucky they were so good and flexible they did not finish it until after pm,4,0.19228097368228236,Bombillas y luces del vehículo
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Bought a dash cam for Christmas had it…,Bought a dash cam for Christmas had it mobile fitted in January fitter did a great job but didn’t leave the dash cam carry case which came with the systemAfter 5 failed attempts to contact halfords to rectify this I took a chance n popped into the Newport store and asked for help.Thanks to mike on the counter and I assume the store manager they gave me the missing case over the counter thank you!,4,399,Bought a dash cam for Christmas had it…. Bought a dash cam for Christmas had it mobile fitted in January fitter did a great job but didn’t leave the dash cam carry case which came with the systemAfter 5 failed attempts to contact halfords to rectify this I took a chance n popped into the Newport store and asked for help.Thanks to mike on the counter and I assume the store manager they gave me the missing case over the counter thank you!,negative,-0.1386,bought dash cam for christmas had it bought dash cam for christmas had it mobile fitted in january fitter did great job but did not leave the dash cam carry case which came with the system after failed attempts to contact halfords to rectify this took chance popped into the newport store and asked for help thanks to mike on the counter and assume the store manager they gave me the missing case over the counter thank you,0,0.11926390175999137,Atención al cliente y servicio general
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Good and professional service,"Assistant most helpful and quickly responded to what I needed (new wiper blades and engine oil top-up). Also carried out a quick health check which highlighted another minor issue. Signed me up for Motoring Club, which may be of benefit in the future. Reasonable price, and all done promptly and professionally. Will use again.",4,327,"Good and professional service. Assistant most helpful and quickly responded to what I needed (new wiper blades and engine oil top-up). Also carried out a quick health check which highlighted another minor issue. Signed me up for Motoring Club, which may be of benefit in the future. Reasonable price, and all done promptly and professionally. Will use again.",positive,0.8399,good and professional service assistant most helpful and quickly responded to what needed new wiper blades and engine oil top up also carried out quick health check which highlighted another minor issue signed me up for motoring club which may be of benefit in the future reasonable price and all done promptly and professionally will use again,5,0.26056941545562085,Limpiaparabrisas y escobillas
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",I am disabled and bought a new bike for…,I am disabled and bought a new bike for £1100 in October.. I saved a year to buy the bike..I’ve not been over 400 miles and I’ve had a replacement battery which I waited a week for..I’ve not been able to use the bike because the motor has since stopped functioning..The shop has said it will be after the new year until it gets fixed..The shop has been very helpful and it isn’t their fault but it means I’m still stuck.. I’m not happy but what is going on..it was a brand new bike…,3,482,I am disabled and bought a new bike for…. I am disabled and bought a new bike for £1100 in October.. I saved a year to buy the bike..I’ve not been over 400 miles and I’ve had a replacement battery which I waited a week for..I’ve not been able to use the bike because the motor has since stopped functioning..The shop has said it will be after the new year until it gets fixed..The shop has been very helpful and it isn’t their fault but it means I’m still stuck.. I’m not happy but what is going on..it was a brand new bike…,negative,-0.705,am disabled and bought new bike for am disabled and bought new bike for in october saved year to buy the bike have not been over miles and have had replacement battery which waited week for have not been able to use the bike because the motor has since stopped functioning the shop has said it will be after the new year until it gets fixed the shop has been very helpful and it is not their fault but it means am still stuck am not happy but what is going on it was brand new bike,1,0.405994166359384,"Bicicletas, compra y reparaciones"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",I purchased a 4 ton Halfords Bottle…,"I purchased a 4 ton Halfords Bottle jack in September, 2024, and after the second time in using this, it would not function. I contacted the service helpline - Monday 23rd December - I was advised to return the item to the Halfords store in Loanhead. On Friday 27th December, the staff examined the jack, and they could not get it to function. No problem whatsoever in obtaining a new one - the staff were great and helpful. However, in front of the staff, I opened the box - which was bashed and sellotaped up, the jack was upside down, and the instruction manual had been taken out of the plastic bag - including chips on the base of the jack. This obviously did not leave the suppliers in this condition, but time will tell if this item had been returned, or had been used at some point - photos supplied. I would have given 5 stars, but for the condition of the jack, and it is a 4 hour return journey using public transport from Galashiels.",3,945,"I purchased a 4 ton Halfords Bottle…. I purchased a 4 ton Halfords Bottle jack in September, 2024, and after the second time in using this, it would not function. I contacted the service helpline - Monday 23rd December - I was advised to return the item to the Halfords store in Loanhead. On Friday 27th December, the staff examined the jack, and they could not get it to function. No problem whatsoever in obtaining a new one - the staff were great and helpful. However, in front of the staff, I opened the box - which was bashed and sellotaped up, the jack was upside down, and the instruction manual had been taken out of the plastic bag - including chips on the base of the jack. This obviously did not leave the suppliers in this condition, but time will tell if this item had been returned, or had been used at some point - photos supplied. I would have given 5 stars, but for the condition of the jack, and it is a 4 hour return journey using public transport from Galashiels.",positive,0.6313,purchased ton halfords bottle purchased ton halfords bottle jack in september and after the second time in using this it would not function contacted the service helpline monday rd december was advised to return the item to the halfords store in loanhead on friday th december the staff examined the jack and they could not get it to function no problem whatsoever in obtaining new one the staff were great and helpful however in front of the staff opened the box which was bashed and sellotaped up the jack was upside down and the instruction manual had been taken out of the plastic bag including chips on the base of the jack this obviously did not leave the suppliers in this condition but time will tell if this item had been returned or had been used at some point photos supplied would have given stars but for the condition of the jack and it is hour return journey using public transport from galashiels,3,0.2230155749966741,Experiencia en tienda y personal
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",I purchased the Tru-tension chain and…,"I purchased the Tru-tension chain and clean lube kit this week for £31.00, I expected that buying the 3 items in a kit would work out cheaper than buying separately, I was wrong, if I brought them individually it would of cost £28.29. The products are great and did exactly what they were designed to do. I didn’t bother with a receipt, as didn’t think I would need 1, I won’t make that mistake again, paid by card, transaction / store number 0476",3,447,"I purchased the Tru-tension chain and…. I purchased the Tru-tension chain and clean lube kit this week for £31.00, I expected that buying the 3 items in a kit would work out cheaper than buying separately, I was wrong, if I brought them individually it would of cost £28.29. The products are great and did exactly what they were designed to do. I didn’t bother with a receipt, as didn’t think I would need 1, I won’t make that mistake again, paid by card, transaction / store number 0476",positive,0.0516,purchased the tru tension chain and purchased the tru tension chain and clean lube kit this week for expected that buying the items in kit would work out cheaper than buying separately was wrong if brought them individually it would of cost the products are great and did exactly what they were designed to do did not bother with receipt as did not think would need will not make that mistake again paid by card transaction store number,2,0.0709898764245351,"Baterías, garantía y pedidos"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",I bought a bike for my sons birthday…,"I bought a bike for my sons birthday last week, I paid fitting the bike and delivery costs due to health issues and not being able to collect it and build it myself. The bike arrived with no pedals on, or handle bars, which I had “build” myself. So what was the build cost fee about?? I did have an issue with the bike and it took a lot of stress to resolve the issue, the ability to complain when something falls below standard is important. And this was made very tough. It was eventually resolved …. When I left a review. But the bike product itself is great. ",3,563,"I bought a bike for my sons birthday…. I bought a bike for my sons birthday last week, I paid fitting the bike and delivery costs due to health issues and not being able to collect it and build it myself. The bike arrived with no pedals on, or handle bars, which I had “build” myself. So what was the build cost fee about?? I did have an issue with the bike and it took a lot of stress to resolve the issue, the ability to complain when something falls below standard is important. And this was made very tough. It was eventually resolved …. When I left a review. But the bike product itself is great. ",positive,0.7624,bought bike for my sons birthday bought bike for my sons birthday last week paid fitting the bike and delivery costs due to health issues and not being able to collect it and build it myself the bike arrived with no pedals on or handle bars which had build myself so what was the build cost fee about did have an issue with the bike and it took lot of stress to resolve the issue the ability to complain when something falls below standard is important and this was made very tough it was eventually resolved when left review but the bike product itself is great,1,0.5182412981699821,"Bicicletas, compra y reparaciones"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",I can't comment on the actual service…,I can't comment on the actual service but I've been to Halfords for an interim serice twice. Both times I have had to phone them up to ask why the electronic log book has not been updated on my vehicle. I shouldn't have to do this and it makes me wonder if other aspects of the job have been missed?Update249 629 19 Reference Number077/9027463 Job Number,3,354,I can't comment on the actual service…. I can't comment on the actual service but I've been to Halfords for an interim serice twice. Both times I have had to phone them up to ask why the electronic log book has not been updated on my vehicle. I shouldn't have to do this and it makes me wonder if other aspects of the job have been missed?Update249 629 19 Reference Number077/9027463 Job Number,positive,0.1154,cannot comment on the actual service cannot comment on the actual service but have been to halfords for an interim serice twice both times have had to phone them up to ask why the electronic log book has not been updated on my vehicle should not have to do this and it makes me wonder if other aspects of the job have been missed update reference number job number,0,0.1421531147854397,Atención al cliente y servicio general
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Halfords app says all my order is still…,"Halfords app says all my order is still in my basket and I haven't paid anything for them yet can't pick them up until the 5th of December because they're out of stock ? Halfords email says my order is complete and receipt for payment and I can pick them up from 9 a.m today the 29th of November,  So I've gone to the store to sort out what is happening and my oder is all there ready and paid for!!So thank you to kings lynn store for being on spec and halfords app will now get uninstalled as it's useless for 50% of the transaction. So that's a 1 out of 10 from me for the App !",3,581,"Halfords app says all my order is still…. Halfords app says all my order is still in my basket and I haven't paid anything for them yet can't pick them up until the 5th of December because they're out of stock ? Halfords email says my order is complete and receipt for payment and I can pick them up from 9 a.m today the 29th of November,  So I've gone to the store to sort out what is happening and my oder is all there ready and paid for!!So thank you to kings lynn store for being on spec and halfords app will now get uninstalled as it's useless for 50% of the transaction. So that's a 1 out of 10 from me for the App !",positive,0.4724,halfords app says all my order is still halfords app says all my order is still in my basket and have not paid anything for them yet cannot pick them up until the th of december because they are out of stock halfords email says my order is complete and receipt for payment and can pick them up from today the th of november so have gone to the store to sort out what is happening and my oder is all there ready and paid for so thank you to kings lynn store for being on spec and halfords app will now get uninstalled as it useless for of the transaction so that out of from me for the app,0,0.11273519895460099,Atención al cliente y servicio general
